pharmacological_action_name	pharmacological_action_ui	name	ui	entry_term_name	entry_term_ui
Sympathomimetics	D013566	Phenylephrine	D010656	Mezaton	T031496
Sympathomimetics	D013566	Phenylephrine	D010656	Phenylephrine Hydrochloride	T031492
Sympathomimetics	D013566	Phenylephrine	D010656	Phenylephrine Tannate	T493620
Sympathomimetics	D013566	Phenylephrine	D010656	Tannate, Phenylephrine	T493620
Sympathomimetics	D013566	Phenylephrine	D010656	Metaoxedrin	T031494
Sympathomimetics	D013566	Phenylephrine	D010656	Neo-Synephrine	T031493
Sympathomimetics	D013566	Phenylephrine	D010656	Neo Synephrine	T031493
Sympathomimetics	D013566	Phenylephrine	D010656	Neosynephrine	T031489
Sympathomimetics	D013566	Phenylpropanolamine	D010665	Phenylpropanolamine	T031523
Sympathomimetics	D013566	Phentermine	D010645	Ionamine	T031458
Sympathomimetics	D013566	Phenylpropanolamine	D010665	Norephedrine	T031522
Sympathomimetics	D013566	Phenylpropanolamine	D010665	Phenylpropanolamine Hydrochloride	T031521
Sympathomimetics	D013566	Phenylpropanolamine	D010665	Hydrochloride, Phenylpropanolamine	T031521
Sympathomimetics	D013566	Phenylpropanolamine	D010665	Prolamine	T031519
Sympathomimetics	D013566	Phenylpropanolamine	D010665	Triaminic DM	T669693
Sympathomimetics	D013566	Phenylpropanolamine	D010665	Dexatrim	T031518
Sympathomimetics	D013566	Labetalol	D007741	R,R Labetalol	T766852
Sympathomimetics	D013566	Labetalol	D007741	R,R-Labetalol	T766852
Sympathomimetics	D013566	Labetalol	D007741	Labetalol, (R,R)-Isomer	T766856
Sympathomimetics	D013566	Labetalol	D007741	Dilevalol	T023193
Sympathomimetics	D013566	Labetalol	D007741	AH5158	T023200
Sympathomimetics	D013566	Labetalol	D007741	AH 5158	T023200
Sympathomimetics	D013566	Labetalol	D007741	AH-5158	T023200
Sympathomimetics	D013566	Phenylpropanolamine	D010665	Propagest	T031520
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Hydroxyamphetamin	T030011
Sympathomimetics	D013566	Phentermine	D010645	AdipexP	T031456
Sympathomimetics	D013566	Phentermine	D010645	Adipex-P	T031456
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	para Hydroxyamphetamine	T030018
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Hydroxyphenylisopropylamine	T030013
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Norpholedrin	T030014
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Oxyamphetamine	T030015
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Hydroxyamfetamine	T030019
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Hydroxyamphetamine	T030012
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Methyltyramine	T030020
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Paredrine	T030017
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Hydroxyamphetamine Hydrobromide	T030021
Sympathomimetics	D013566	p-Hydroxyamphetamine	D010136	Hydrobromide, Hydroxyamphetamine	T030021
Sympathomimetics	D013566	Mephentermine	D008616	Mephentermine Sulfate (2:1)	T360316
Sympathomimetics	D013566	Mephentermine	D008616	Sulfate, Mephentermine	T025638
Sympathomimetics	D013566	Phentermine	D010645	Adipex P	T031456
Sympathomimetics	D013566	Mephentermine	D008616	Mephentermine Sulfate	T025638
Sympathomimetics	D013566	Phenmetrazine	D010633	Phenmetrazine	T031403
Sympathomimetics	D013566	Phenmetrazine	D010633	Oxazimedrine	T031401
Sympathomimetics	D013566	Phenmetrazine	D010633	Fenmetrazin	T031404
Sympathomimetics	D013566	Phenmetrazine	D010633	Defenmetrazin	T031400
Sympathomimetics	D013566	Phenmetrazine	D010633	Phenmetraline	T031402
Sympathomimetics	D013566	Phenmetrazine	D010633	Preludin	T031405
Sympathomimetics	D013566	Phenmetrazine	D010633	Phenmetrazine Hydrochloride	T031406
Sympathomimetics	D013566	Phenmetrazine	D010633	Hydrochloride, Phenmetrazine	T031406
Sympathomimetics	D013566	Phentermine	D010645	Phentermine	T031459
Sympathomimetics	D013566	Phentermine	D010645	Duromine	T031457
Sympathomimetics	D013566	Phentermine	D010645	Phentermine Hydrochloride	T031460
Sympathomimetics	D013566	Phentermine	D010645	Hydrochloride, Phentermine	T031460
Sympathomimetics	D013566	Mephentermine	D008616	Mephentermine	T025637
Sympathomimetics	D013566	Terbutaline	D013726	Arubendol	T619617
Sympathomimetics	D013566	Procaterol	D017265	CI888	T051501
Sympathomimetics	D013566	Amphetamine	D000661	l Amphetamine	T001997
Sympathomimetics	D013566	Amphetamine	D000661	Amphetamine Sulfate	T001999
Sympathomimetics	D013566	Amphetamine	D000661	Thyramine	T001994
Sympathomimetics	D013566	Amphetamine	D000661	Mydrial	T001991
Sympathomimetics	D013566	Amphetamine	D000661	Fenamine	T001990
Sympathomimetics	D013566	Amphetamine	D000661	Centramina	T506563
Sympathomimetics	D013566	Amphetamine	D000661	Phenamine	T001992
Sympathomimetics	D013566	Amphetamine	D000661	Sulfate, Amphetamine	T001999
Sympathomimetics	D013566	Amphetamine	D000661	Desoxynorephedrin	T001989
Sympathomimetics	D013566	Amphetamine	D000661	Amfetamine	T001995
Sympathomimetics	D013566	Amphetamine	D000661	Amphetamine	T001988
Sympathomimetics	D013566	Tyramine	D014439	Tyramine	T042227
Sympathomimetics	D013566	Chlorphentermine	D002745	Chlorphentermine	T007954
Sympathomimetics	D013566	Chlorphentermine	D002745	Chlorphentermine Hydrochloride	T007955
Sympathomimetics	D013566	Chlorphentermine	D002745	Hydrochloride, Chlorphentermine	T007955
Sympathomimetics	D013566	Amphetamine	D000661	Phenopromin	T001993
Sympathomimetics	D013566	Benzphetamine	D001589	Didrex	T004597
Sympathomimetics	D013566	Amphetamine	D000661	Amphetamine Sulfate (2:1)	T361499
Sympathomimetics	D013566	Amphetamine	D000661	levo-Amphetamine	T001998
Sympathomimetics	D013566	Dopamine	D004298	4-(2-Aminoethyl)-1,2-benzenediol	T013141
Sympathomimetics	D013566	Dopamine	D004298	Hydroxytyramine	T013139
Sympathomimetics	D013566	Dopamine	D004298	3,4-Dihydroxyphenethylamine	T013137
Sympathomimetics	D013566	Dopamine	D004298	3,4 Dihydroxyphenethylamine	T013137
Sympathomimetics	D013566	Dopamine	D004298	Dopamine Hydrochloride	T013142
Sympathomimetics	D013566	Celiprolol	D017272	REV 5320A	T051533
Sympathomimetics	D013566	Amphetamine	D000661	l-Amphetamine	T001997
Sympathomimetics	D013566	Amphetamine	D000661	Levoamphetamine	T001996
Sympathomimetics	D013566	Clenbuterol	D002976	NAB-365	T008601
Sympathomimetics	D013566	Clenbuterol	D002976	Planipart	T008602
Sympathomimetics	D013566	Clenbuterol	D002976	Clenbuterol	T008600
Sympathomimetics	D013566	Dopamine	D004298	Hydrochloride, Dopamine	T013142
Sympathomimetics	D013566	Dopamine	D004298	Intropin	T013140
Sympathomimetics	D013566	Amphetamine	D000661	levo Amphetamine	T001998
Sympathomimetics	D013566	Clenbuterol	D002976	NAB 365	T008601
Sympathomimetics	D013566	Tretoquinol	D014213	Tretoquinol-(R)	T473399
Sympathomimetics	D013566	Benzphetamine	D001589	Benzfetamine	T004596
Sympathomimetics	D013566	Chlorphentermine	D002745	Desopimon	T007957
Sympathomimetics	D013566	Tyramine	D014439	4-(2-Aminoethyl)phenol	T042228
Sympathomimetics	D013566	Tyramine	D014439	4-Hydroxyphenethylamine	T000901346
Sympathomimetics	D013566	Tyramine	D014439	4 Hydroxyphenethylamine	T000901346
Sympathomimetics	D013566	Tyramine	D014439	para-Tyramine	T042229
Sympathomimetics	D013566	Tyramine	D014439	p-Tyramine	T042230
Sympathomimetics	D013566	Celiprolol	D017272	ST-1396	T051534
Sympathomimetics	D013566	Celiprolol	D017272	ST 1396	T051534
Sympathomimetics	D013566	Celiprolol	D017272	Celiprolol, (R)-Isomer	T359564
Sympathomimetics	D013566	Procaterol	D017265	Procaterol	T051498
Sympathomimetics	D013566	Celiprolol	D017272	Celiprolol	T051531
Sympathomimetics	D013566	Celiprolol	D017272	N'-(3-Acetyl-4-(3-((1,1-dimethylethyl)amino)-2-hydroxypropoxy)phenyl)-N,N-diethylurea	T051532
Sympathomimetics	D013566	Celiprolol	D017272	Celiprolol, Monohydrochloride, (R)-Isomer	T359561
Sympathomimetics	D013566	Celiprolol	D017272	Celiprolol, Monohydrochloride, (S)-Isomer	T359560
Sympathomimetics	D013566	Celiprolol	D017272	REV-5320A	T051533
Sympathomimetics	D013566	Procaterol	D017265	(R*,S*)-(+-)-8-Hydroxy-5-(1-hydroxy-2-((1-methylethyl)amino)butyl)-2(1H)-quinolinone	T051499
Sympathomimetics	D013566	Chlorphentermine	D002745	Pre-Sate	T625417
Sympathomimetics	D013566	Celiprolol	D017272	ST1396	T051534
Sympathomimetics	D013566	Celiprolol	D017272	Hydrochloride, Celiprolol	T051535
Sympathomimetics	D013566	Chlorphentermine	D002745	Avipron	T007956
Sympathomimetics	D013566	Celiprolol	D017272	Selectol	T051536
Sympathomimetics	D013566	Celiprolol	D017272	Celiprolol, (S)-Isomer	T359565
Sympathomimetics	D013566	Procaterol	D017265	Procaterol Hydrochloride	T051503
Sympathomimetics	D013566	Procaterol	D017265	ProAir	T051502
Sympathomimetics	D013566	Procaterol	D017265	Pro Air	T051502
Sympathomimetics	D013566	Celiprolol	D017272	Celiprolol Hydrochloride	T051535
Sympathomimetics	D013566	Procaterol	D017265	Pro-Air	T051502
Sympathomimetics	D013566	Procaterol	D017265	OPC 2009	T051500
Sympathomimetics	D013566	Procaterol	D017265	OPC-2009	T051500
Sympathomimetics	D013566	Celiprolol	D017272	Celiprolol, (+,-)-Isomer	T359563
Sympathomimetics	D013566	Celiprolol	D017272	Monohydrochloride, Celiprolol	T359562
Sympathomimetics	D013566	Celiprolol	D017272	Celiprolol Monohydrochloride	T359562
Sympathomimetics	D013566	Benzphetamine	D001589	Benzphetamine	T004595
Sympathomimetics	D013566	Procaterol	D017265	OPC2009	T051500
Sympathomimetics	D013566	Dopamine	D004298	Dopamine	T013138
Sympathomimetics	D013566	Clenbuterol	D002976	NAB365	T008601
Sympathomimetics	D013566	Tretoquinol	D014213	AQL 208	T041638
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine Lactobionate	T013022
Sympathomimetics	D013566	Dobutamine	D004280	Hydrochloride, Dobutamine	T013021
Sympathomimetics	D013566	Procaterol	D017265	Monohydrochloride, Procaterol	T359557
Sympathomimetics	D013566	Procaterol	D017265	Procaterol Monohydrochloride	T359557
Sympathomimetics	D013566	Procaterol	D017265	Hydrochloride, Procaterol	T051503
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine Hydrochloride	T013021
Sympathomimetics	D013566	Dobutamine	D004280	Hydrobromide, Dobutamine	T360688
Sympathomimetics	D013566	Dobutamine	D004280	Lactobionate, Dobutamine	T013022
Sympathomimetics	D013566	Tretoquinol	D014213	Tetroquinol	T041642
Sympathomimetics	D013566	Tretoquinol	D014213	Trimethoquinol	T041641
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine Hydrobromide	T360688
Sympathomimetics	D013566	Dobutamine	D004280	Posiject	T614027
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamina Rovi	T614024
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamina Inibsa	T614023
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamin ratiopharm	T614021
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamin-ratiopharm	T614021
Sympathomimetics	D013566	Tretoquinol	D014213	Trimetoquinol	T041643
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine Tartrate	T013023
Sympathomimetics	D013566	Dobutamine	D004280	Tartrate, Dobutamine	T013023
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine Tartrate (1:1), (S-(R*,R*))-Isomer	T360677
Sympathomimetics	D013566	Procaterol	D017265	CI 888	T051501
Sympathomimetics	D013566	Procaterol	D017265	CI-888	T051501
Sympathomimetics	D013566	Procaterol	D017265	Procaterol, (R*,S*)-(-)-Isomer	T359558
Sympathomimetics	D013566	Procaterol	D017265	Procaterol, (R*,R*)-(+-)-Isomer	T359559
Sympathomimetics	D013566	Procaterol	D017265	Procaterol Monohydrochloride, (R*,S*)-(-)-Isomer	T359552
Sympathomimetics	D013566	Procaterol	D017265	Procaterol Monohydrochloride, (R*,S*)-(+)-Isomer	T359553
Sympathomimetics	D013566	Procaterol	D017265	Procaterol Monohydrochloride, (R*,R*)-(-)-Isomer	T359555
Sympathomimetics	D013566	Procaterol	D017265	Procaterol Monohydrochloride, (R*,R*)-(+)-Isomer	T359556
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine Phosphate (1:1) Salt, (-)-Isomer	T360680
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine (+)-Isomer	T360685
Sympathomimetics	D013566	Tretoquinol	D014213	Tretoquinol	T041640
Sympathomimetics	D013566	Dobutamine	D004280	Oxiken	T614026
Sympathomimetics	D013566	Dobutamine	D004280	Lilly 81929	T013019
Sympathomimetics	D013566	Dobutamine	D004280	Dobutrex	T013020
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine, Phosphate (1:1) Salt (+)-Isomer	T360681
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine, (-)-Isomer	T360686
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine Tartrate (1:1), (R-(R*,R*))-Isomer	T360679
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamin Solvay	T614020
Sympathomimetics	D013566	Tretoquinol	D014213	AQL208	T041638
Sympathomimetics	D013566	Celiprolol	D017272	REV5320A	T051533
Sympathomimetics	D013566	Tretoquinol	D014213	Tretoquinol Hydrochloride Anhydrous	T839541
Sympathomimetics	D013566	Ephedrine	D004809	Renaudin, Ephedrine	T621385
Sympathomimetics	D013566	Tretoquinol	D014213	CV-705	T041639
Sympathomimetics	D013566	Ephedrine	D004809	Ephedrine Hydrochloride	T621384
Sympathomimetics	D013566	Tretoquinol	D014213	Tretoquinol Hydrochloride, (S)-Isomer	T477860
Sympathomimetics	D013566	Tretoquinol	D014213	Tretoquinol-(S) HCl	T473400
Sympathomimetics	D013566	Ephedrine	D004809	Sulfate, Ephedrine	T621387
Sympathomimetics	D013566	Tretoquinol	D014213	Tretoquinol Hydrochloride	T839540
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamine	T013018
Sympathomimetics	D013566	Dobutamine	D004280	Dobucor	T614016
Sympathomimetics	D013566	Ephedrine	D004809	Ephedrine Sulfate	T621387
Sympathomimetics	D013566	Dobutamine	D004280	Dobuject	T614017
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamin Fresenius	T614018
Sympathomimetics	D013566	Ephedrine	D004809	SalPhedrine	T621388
Sympathomimetics	D013566	Dobutamine	D004280	Dobutamin Hexal	T614019
Sympathomimetics	D013566	Ephedrine	D004809	Sal Phedrine	T621388
Sympathomimetics	D013566	Ephedrine	D004809	Sal-Phedrine	T621388
Sympathomimetics	D013566	Ephedrine	D004809	Ephedrine Erythro Isomer	T683552
Sympathomimetics	D013566	Ephedrine	D004809	Erythro Isomer of Ephedrine	T683552
Sympathomimetics	D013566	Ephedrine	D004809	Ephedrine	T014666
Sympathomimetics	D013566	Tretoquinol	D014213	CV 705	T041639
Sympathomimetics	D013566	Tretoquinol	D014213	CV705	T041639
Sympathomimetics	D013566	Tretoquinol	D014213	AQ-110	T041637
Sympathomimetics	D013566	Tretoquinol	D014213	AQ 110	T041637
Sympathomimetics	D013566	Tretoquinol	D014213	AQ110	T041637
Sympathomimetics	D013566	Tretoquinol	D014213	AQL-208	T041638
Sympathomimetics	D013566	Ephedrine	D004809	Ephedrine Renaudin	T621385
Sympathomimetics	D013566	Ephedrine	D004809	Hydrochloride, Ephedrine	T621384
Tear Gases	D013665	omega-Chloroacetophenone	D002721	2 Chloroacetophenone	T007890
Tear Gases	D013665	omega-Chloroacetophenone	D002721	2-Chloroacetophenone	T007890
Tear Gases	D013665	omega-Chloroacetophenone	D002721	Mace	T007891
Tear Gases	D013665	omega-Chloroacetophenone	D002721	Chloroacetophenone	T007888
Tear Gases	D013665	omega-Chloroacetophenone	D002721	3' Chloroacetophenone	T415665
Tear Gases	D013665	omega-Chloroacetophenone	D002721	2 Chloro 1 phenylethanone	T007893
Tear Gases	D013665	omega-Chloroacetophenone	D002721	2-Chloro-1-phenylethanone	T007893
Tear Gases	D013665	omega-Chloroacetophenone	D002721	alpha Chloroacetophenone	T415664
Tear Gases	D013665	omega-Chloroacetophenone	D002721	alpha-Chloroacetophenone	T415664
Tear Gases	D013665	omega-Chloroacetophenone	D002721	omega Chloroacetophenone	T007892
Tear Gases	D013665	omega-Chloroacetophenone	D002721	omega-Chloroacetophenone	T007892
Tear Gases	D013665	omega-Chloroacetophenone	D002721	Chloracetophenone	T007889
Tear Gases	D013665	omega-Chloroacetophenone	D002721	3'-Chloroacetophenone	T415665
Teratogens	D013723	Isotretinoin	D015474	Isotretinoin Zinc Salt, 13 cis Isomer	T359732
Teratogens	D013723	Isotretinoin	D015474	Isotretinoin Zinc Salt, 13-cis-Isomer	T359732
Teratogens	D013723	Isotretinoin	D015474	Roaccutane	T045811
Teratogens	D013723	Isotretinoin	D015474	13 cis Retinoic Acid	T045808
Teratogens	D013723	Isotretinoin	D015474	Ro 4-3780	T045810
Teratogens	D013723	Isotretinoin	D015474	Accutane	T045812
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Polychlorodibenzo-p-dioxin	T000903688
Teratogens	D013723	Isotretinoin	D015474	Isotretinoin	T045809
Teratogens	D013723	6-Aminonicotinamide	D015120	6 Aminonicotinamide	T044176
Teratogens	D013723	6-Aminonicotinamide	D015120	6-Aminonicotinamide	T044176
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Polychlorodibenzo p dioxin	T000903688
Teratogens	D013723	Isotretinoin	D015474	Ro 4 3780	T045810
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Polychlorinated Dibenzodioxins	T000899209
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Dibenzodioxins, Polychlorinated	T000899209
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Polychlorinated Dibenzo-p-dioxins	T000902578
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Dibenzo-p-dioxins, Polychlorinated	T000902578
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Polychlorinated Dibenzo p dioxins	T000902578
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Chlorinated Dibenzo p dioxins	T000902577
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Dibenzo-p-dioxins, Chlorinated	T000902577
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Polychlorinated Dibenzodioxin	T000903687
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Dibenzodioxin, Polychlorinated	T000903687
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Polychlorodibenzo-4-dioxin	T000903686
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Polychlorodibenzo 4 dioxin	T000903686
Teratogens	D013723	Isotretinoin	D015474	13-cis-Retinoic Acid	T045808
Teratogens	D013723	Isotretinoin	D015474	Ro 43780	T045810
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Chlorinated Dibenzo-p-dioxins	T000902577
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	2,3,7,8-Tetrachlorodibenzo-p-dioxin	T040380
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Tetrachlorodibenzodioxin	T040381
Teratogens	D013723	Thalidomide	D013792	Thalomid	T620243
Teratogens	D013723	Thalidomide	D013792	Sedoval	T040491
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Tetrachlorodibenzo p dioxin	T000900388
Teratogens	D013723	Thalidomide	D013792	Thalidomide	T040492
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Dibenzo(b,e)(1,4)dioxin, 2,3,7,8-tetrachloro-	T000900386
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	PCDD	T083241
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	TCDD	T040382
Teratogens	D013723	Polychlorinated Dibenzodioxins	D000072317	Tetrachlorodibenzo-p-dioxin	T000900388
Tissue Adhesives	D014014	Karaya Gum	D007618	Gum Karaya	T022896
Tissue Adhesives	D014014	Karaya Gum	D007618	Karaya, Gum	T022896
Tissue Adhesives	D014014	Collodion	D003101	Cotton, Collodion	T009037
Tissue Adhesives	D014014	Bucrylate	D002015	Isobutyl-2-cyanoacrylate	T005718
Tissue Adhesives	D014014	Collodion	D003101	Collodion Cotton	T009037
Tissue Adhesives	D014014	Collodion	D003101	Celloidin	T009035
Tissue Adhesives	D014014	Collodion	D003101	Nitrate, Cellulose	T009040
Tissue Adhesives	D014014	Collodion	D003101	Cellulose Nitrate	T009040
Tissue Adhesives	D014014	Collodion	D003101	Pyroxylin	T009039
Tissue Adhesives	D014014	Collodion	D003101	Nitrocellulose	T009038
Tissue Adhesives	D014014	Collodion	D003101	Collodion	T009036
Tissue Adhesives	D014014	Karaya Gum	D007618	Indian Tragacanth	T475576
Tissue Adhesives	D014014	Karaya Gum	D007618	Tragacanth, Indian	T475576
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Crosseal	T584349
Tissue Adhesives	D014014	Karaya Gum	D007618	Karaya Gum	T022897
Tissue Adhesives	D014014	Bucrylate	D002015	Bucrylate	T005715
Tissue Adhesives	D014014	Fibrin Foam	D005339	Spongostan	T016297
Tissue Adhesives	D014014	Bucrylate	D002015	Isobutylcyanoacrylate	T005717
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Fibrin Tissue Adhesive	T046598
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Fibrin Klebe System Immuno	T046594
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Transglutine	T046603
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Fibrin Sealant, Human	T584350
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Human Fibrin Sealant	T584350
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Sealant, Human Fibrin	T584350
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Tisseel	T046600
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Tissel	T046601
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Tissucol	T046602
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Beriplast	T046591
Tissue Adhesives	D014014	Karaya Gum	D007618	Gum, Karaya	T022897
Tissue Adhesives	D014014	Bucrylate	D002015	Isobutyl Cyanoacrylate	T005719
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Seal, Fibrin	T046595
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Fibrin Seal	T046595
Tissue Adhesives	D014014	Bucrylate	D002015	alpha-Cyanoacrylate, Isobutyl	T005716
Tissue Adhesives	D014014	Bucrylate	D002015	Isobutyl alpha Cyanoacrylate	T005716
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Adhesive, Fibrin Tissue	T046598
Tissue Adhesives	D014014	Bucrylate	D002015	Cyanoacrylate, Isobutyl	T005719
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Adhesive, Fibrin	T046592
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Fibrin Glue	T046593
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Tissue Adhesive, Fibrin	T046598
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Fibrinogen Adhesive	T046599
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Adhesive, Fibrinogen	T046599
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Fibrin Sealant System	T046597
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Glue, Fibrin	T046593
Tissue Adhesives	D014014	Fibrin Foam	D005339	Foam, Fibrin	T016295
Tissue Adhesives	D014014	Bucrylate	D002015	Isobutyl 2 cyanoacrylate	T005718
Tissue Adhesives	D014014	Bucrylate	D002015	Bucrilate	T005714
Tissue Adhesives	D014014	Bucrylate	D002015	Isobutyl alpha-Cyanoacrylate	T005716
Tissue Adhesives	D014014	Fibrin Foam	D005339	Fibrin Foam	T016295
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Sealant, Fibrin	T046596
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Fibrin Adhesive	T046592
Tissue Adhesives	D014014	Fibrin Foam	D005339	Fibrospum	T016296
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Fibrin Sealant	T046596
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Autologous Fibrin Tissue Adhesive	T046590
Tissue Adhesives	D014014	Fibrin Tissue Adhesive	D015718	Sealant System, Fibrin	T046597
Tocolytic Agents	D015149	Isoxsuprine	D007556	Isoxsuprine Hydrochloride	T022716
Tocolytic Agents	D015149	Isoxsuprine	D007556	Isoxsuprine	T022715
Tocolytic Agents	D015149	Fenoterol	D005280	p Hydroxyphenyl orciprenaline	T016148
Tocolytic Agents	D015149	Fenoterol	D005280	Berotec	T016151
Tocolytic Agents	D015149	Isoxsuprine	D007556	Hydrochloride, Isoxsuprine	T022716
Tocolytic Agents	D015149	Nifedipine	D009543	Nifedipine GTIS	T028449
Tocolytic Agents	D015149	Fenoterol	D005280	Partusisten	T016144
Tocolytic Agents	D015149	Fenoterol	D005280	p Hydroxyphenylorciprenaline	T016147
Tocolytic Agents	D015149	Fenoterol	D005280	Fenoterol Hydrobromide	T359161
Tocolytic Agents	D015149	Fenoterol	D005280	Berotek	T016150
Tocolytic Agents	D015149	Fenoterol	D005280	Th1165a	T016145
Tocolytic Agents	D015149	Fenoterol	D005280	Th 1165a	T016145
Tocolytic Agents	D015149	Fenoterol	D005280	Th-1165a	T016145
Tocolytic Agents	D015149	Fenoterol	D005280	p-Hydroxyphenylorciprenaline	T016147
Tocolytic Agents	D015149	Nifedipine	D009543	Nifedipine-GTIS	T028449
Tocolytic Agents	D015149	Terbutaline	D013726	Terbutalin Stada	T619639
Tocolytic Agents	D015149	Magnesium Sulfate	D008278	Heptahydrate Magnesium Sulfate	T360296
Tocolytic Agents	D015149	Terbutaline	D013726	Bricanyl	T040320
Tocolytic Agents	D015149	Terbutaline	D013726	Terbasmin	T619615
Tocolytic Agents	D015149	Terbutaline	D013726	Bricanyl SA	T619613
Tocolytic Agents	D015149	Terbutaline	D013726	Butaliret	T619624
Tocolytic Agents	D015149	Terbutaline	D013726	Butalitab	T619625
Tocolytic Agents	D015149	Terbutaline	D013726	Contimit	T619627
Tocolytic Agents	D015149	Terbutaline	D013726	KWD-2019	T040315
Tocolytic Agents	D015149	Terbutaline	D013726	KWD 2019	T040315
Tocolytic Agents	D015149	Indomethacin	D007213	Indomethacin	T021616
Tocolytic Agents	D015149	Indomethacin	D007213	Indometacin	T021619
Tocolytic Agents	D015149	Indomethacin	D007213	Amuno	T021613
Tocolytic Agents	D015149	Indomethacin	D007213	Indocid	T021621
Tocolytic Agents	D015149	Indomethacin	D007213	Metindol	T021617
Tocolytic Agents	D015149	Terbutaline	D013726	KWD2019	T040315
Tocolytic Agents	D015149	Indomethacin	D007213	Indocin	T021614
Tocolytic Agents	D015149	Indomethacin	D007213	Osmosin	T021620
Tocolytic Agents	D015149	Terbutaline	D013726	Monovent	T619629
Tocolytic Agents	D015149	Terbutaline	D013726	Taziken	T619631
